date,observed,trend,seasonal,resid
2021-02-21,146732.5036199169,137866.6650474822,13696.700220112416,-4830.861647677713
2021-02-28,145629.6656747333,138199.82607504303,10958.971098042017,-3529.1314983517623
2021-03-07,144147.4572087737,138438.59185782858,11945.976236195052,-6237.110885249927
2021-03-14,155175.3312085728,138741.9125984325,13606.804181102762,2826.6144290375414
2021-03-21,149180.1128449536,138918.5772053318,10572.300251981844,-310.7646123600316
2021-03-28,158001.2641172859,139074.56401395428,15799.303322726035,3127.3967806055844
2021-04-04,155393.1462193051,139100.72856430535,13755.156629195615,2537.2610258041495
2021-04-11,151626.8174357975,139077.8000959791,12928.498448859882,-379.4811090414696
2021-04-18,148871.5769655549,139289.18128938967,14644.934154193124,-5062.538478027887
2021-04-25,161840.005065138,139566.551465748,19940.366158540255,2333.0874408497366
2021-05-02,147686.6580746137,139828.20224832327,12872.038858628297,-5013.58303233788
2021-05-09,158568.5736658824,140227.48200738477,12862.158294147837,5478.933364349799
2021-05-16,150992.3947175601,140690.6576316377,12935.70651497781,-2633.9694290554216
2021-05-23,153432.0187319846,141036.4918999669,11597.117026579454,798.4098054382448
2021-05-30,155814.9687591613,141174.57123136453,4844.3293172401645,9796.068210556605
2021-06-06,147604.470534246,141355.51201203285,11002.604378239765,-4753.645856026607
2021-06-13,149711.8603617383,141629.8869597945,5304.298588572561,2777.6748133712426
2021-06-20,142957.7378380884,141870.8972781501,3929.391886172223,-2842.551326233941
2021-06-27,146227.7616208667,142146.91841813442,3496.727703249231,584.1154994830395
2021-07-04,137285.0933890609,142380.19221095383,-1420.6089560507646,-3674.4898658421625
2021-07-11,134771.1507413565,142691.9132115875,-4581.253264052881,-3339.5092061781033
2021-07-18,139359.7887995817,143145.74599456196,-128.32649583628896,-3657.630699143974
2021-07-25,135245.7010652499,143574.25762547535,-5493.666597224379,-2834.8899630010856
2021-08-01,137438.505993957,143971.147541618,-7831.118765629079,1298.4772179680658
2021-08-08,138988.8534711435,144206.64946158987,-8144.736952138614,2926.940961692235
2021-08-15,147248.7890532376,144372.9009084449,-6486.006715174764,9361.894859967462
2021-08-22,140839.3754958491,144773.3573947167,-11622.4612013509,7688.479302483287
2021-08-29,130812.2943198282,145138.8974070776,-11545.694193293064,-2780.908893956337
2021-09-05,130351.1705798998,145536.20039040086,-15280.67106862882,95.64125812776183
2021-09-12,130386.963339738,145871.18083109334,-13258.106292167031,-2226.1111991883154
2021-09-19,122973.011804892,146107.75959573442,-16019.375882250031,-7115.371908592388
2021-09-26,130925.2044517696,146381.75038164342,-15117.513068130123,-339.03286174368986
2021-10-03,123975.6604905387,146605.4490315598,-14463.402906863404,-8166.3856341576975
2021-10-10,128477.3531599607,146851.55461906648,-15648.982510155016,-2725.2189489507655
2021-10-17,134921.0512973574,147211.265893813,-11764.034415599319,-526.1801808562777
2021-10-24,128806.9024187739,147539.2400143231,-15259.788560915,-3472.549034634194
2021-10-31,134148.2067543634,147798.78410382837,-13908.463033450793,257.88568398583084
2021-11-07,149145.7746463884,147999.99594991305,-8811.474250118401,9957.252946593748
2021-11-14,135964.1479899857,148286.54796397407,-14389.297572306576,2066.897598318217
2021-11-21,143741.3269675434,148674.99163705707,-9229.993927951102,4296.3292584374285
2021-11-28,137072.1220920595,148887.66801743026,-7115.129536860044,-4700.416388510723
2021-12-05,146914.1191447295,149224.42585602283,-7638.311313493312,5328.0046021999915
2021-12-12,134890.5638211681,149575.9413214835,-9007.33008401679,-5678.04741629861
2021-12-19,143012.5815547226,149826.06436662088,-6057.5233236164095,-755.9594882818747
2021-12-26,144097.4093837996,150140.24320202428,-4682.089803593877,-1360.7440146308181
2022-01-02,148530.7238789481,150456.22647162835,1729.440325604806,-3654.9429182850545
2022-01-09,152805.1832423635,150805.63976523318,461.7466189039077,1537.7968582264184
2022-01-16,169868.8020010392,151122.39256430723,6869.743366234408,11876.66607049757
2022-01-23,153292.1788525249,151410.74564026837,2383.523680936847,-502.0904686803224
2022-01-30,159003.2314247646,151634.2020046493,2775.5269795938184,4593.502440521497
2022-02-06,159729.5211674549,151723.36424593936,12365.89256094291,-4359.7356394273775
2022-02-13,161336.785145893,151707.97921325185,11626.103889893744,-1997.2979572525983
2022-02-20,171253.9274622239,151722.78809233065,13696.700220112416,5834.439149780821
2022-02-27,159124.4031179594,151930.73549533638,10958.971098042017,-3765.303475419012
2022-03-06,171972.2300311663,152201.46566085308,11945.976236195052,7824.788134118182
2022-03-13,162188.5242181951,152493.03515788692,13606.804181102762,-3911.3151207945884
2022-03-20,166771.1113580037,152861.45713076708,10572.300251981844,3337.353975254762
2022-03-27,168905.3073387713,153175.91386096555,15799.303322726035,-69.9098449202902
2022-04-03,167753.7625891208,153480.02695154378,13755.156629195615,518.5790083814027
2022-04-10,164861.1821666776,153816.70138455607,12928.498448859882,-1884.0176667383457
2022-04-17,173047.1848083166,154087.7561567839,14644.934154193124,4314.494497339587
2022-04-24,171773.705755424,154387.0520252713,19940.366158540255,-2553.7124283875564
2022-05-01,164745.5426928752,154657.3626284591,12872.038858628297,-2783.858794212185
2022-05-08,162435.7210404279,154782.33852154866,12862.158294147837,-5208.775775268612
2022-05-15,176926.6568053627,154908.18620462177,12935.70651497781,9082.764085763116
2022-05-22,167895.8986448157,155065.64328832782,11597.117026579454,1233.1383299084227
2022-05-29,163469.4324051405,155271.28749755048,4844.3293172401645,3353.8155903498664
2022-06-05,174972.8221018957,155442.26800712297,11002.604378239765,8527.949716532963
2022-06-12,158901.1172019977,155676.91642685104,5304.298588572561,-2080.097813425902
2022-06-19,159781.2776921158,155997.15920630004,3929.391886172223,-145.2734003564583
2022-06-26,162078.8206487912,156272.81367314415,3496.727703249231,2309.279272397831
2022-07-03,154296.2943999632,156573.61989240578,-1420.6089560507646,-856.7165363918209
2022-07-10,154098.9322653531,156877.74769368258,-4581.253264052881,1802.4378357233945
2022-07-17,152974.298379286,157013.1951226872,-128.32649583628896,-3910.570247564927
2022-07-24,151619.9113855065,157112.81107620828,-5493.666597224379,0.7669065226073144
2022-07-31,144303.7575693104,157331.08769925285,-7831.118765629079,-5196.211364313371
2022-08-07,141396.4749899605,157548.7326702148,-8144.736952138614,-8007.520728115705
2022-08-14,143241.1241349184,157794.07726957105,-6486.006715174764,-8066.94641947787
2022-08-21,146387.1638383663,158004.24363176158,-11622.4612013509,5.381407955628674
2022-08-28,146891.0358899037,158307.75098466652,-11545.694193293064,128.97909853023884
2022-09-04,142428.3662235617,158568.10044289054,-15280.67106862882,-859.0631507000289
2022-09-11,148632.9953875922,158754.9203087048,-13258.106292167031,3136.18137105443
2022-09-18,143042.8649365757,158935.30296988346,-16019.375882250031,126.93784894227429
2022-09-25,143558.8512607288,159064.61037041966,-15117.513068130123,-388.2460415607202
2022-10-02,142969.7751017143,159246.99710933055,-14463.402906863404,-1813.819100752844
2022-10-09,144497.3795820615,159479.99924781773,-15648.982510155016,666.3628443987764
2022-10-16,147090.721186951,159709.20323632663,-11764.034415599319,-854.4476337763081
2022-10-23,147764.0028518714,159886.72151556754,-15259.788560915,3137.0698972188584
2022-10-30,143303.409052798,160122.74424583247,-13908.463033450793,-2910.8721595836723
2022-11-06,152988.06522927,160438.34778225387,-8811.474250118401,1361.1916971345272
2022-11-13,145210.0164467095,160619.0351944847,-14389.297572306576,-1019.7211754686286
2022-11-20,150870.9952162458,160729.27523841217,-9229.993927951102,-628.2860942152765
2022-11-27,151329.4516025152,160843.59023039497,-7115.129536860044,-2399.009091019714
2022-12-04,150438.7626298098,160850.74686961313,-7638.311313493312,-2773.672926310024
2022-12-11,155769.3559878049,160981.24651702735,-9007.33008401679,3795.439554794353
2022-12-18,155439.0384507849,161228.0835061856,-6057.5233236164095,268.4782682157129
2022-12-25,160339.0170395282,161412.19914532715,-4682.089803593877,3608.9076977949335
2023-01-01,163572.9630264299,161654.88969107854,1729.440325604806,188.63300974655817
2023-01-08,169392.2354276687,161931.94342696446,461.7466189039077,6998.545381800333
2023-01-15,167368.282432212,162242.7824852719,6869.743366234408,-1744.2434192943
2023-01-22,166152.7575875441,162592.18833429134,2383.523680936847,1177.045572315914
2023-01-29,168843.4214863812,162923.37722185612,2775.5269795938184,3144.5172849312694
2023-02-05,172524.4080858818,163297.15958753426,12365.89256094291,-3138.64406259538
2023-02-12,174057.7365605132,163655.04223261468,11626.103889893744,-1223.4095619952168
2023-02-19,180390.27771542,163920.26050256935,13696.700220112416,2773.316992738237
2023-02-26,181552.8175668785,164132.23194354036,10958.971098042017,6461.614525296132
2023-03-05,176620.1592375448,164407.8969041889,11945.976236195052,266.28609716084975
2023-03-12,176969.8610564944,164678.5589795767,13606.804181102762,-1315.5021041850378
2023-03-19,170749.5712822884,164946.31025563172,10572.300251981844,-4769.039225325152
2023-03-26,178374.8170702484,165230.97334061685,15799.303322726035,-2655.459593094496
2023-04-02,177252.4737043807,165450.18022873622,13755.156629195615,-1952.8631535511267
2023-04-09,179594.6934540849,165652.29312108993,12928.498448859882,1013.9018841350808
2023-04-16,182150.8883258324,165926.08323197812,14644.934154193124,1579.870939661163
2023-04-23,181131.9032789642,166234.65574700735,19940.366158540255,-5043.118626583408
2023-04-30,179933.7091168885,166555.354535628,12872.038858628297,506.3157226322037
2023-05-07,180070.3224042417,166791.4016883008,12862.158294147837,416.7624217930752
2023-05-14,178083.5463135553,167021.74885827364,12935.70651497781,-1873.9090596961505
2023-05-21,178203.9737050817,167284.06927945034,11597.117026579454,-677.212600948089
2023-05-28,165050.1165110876,167500.07487657882,4844.3293172401645,-7294.287682731378
2023-06-04,174136.428474637,167788.05541720588,11002.604378239765,-4654.231320808631
2023-06-11,173309.4741603309,168075.73377854438,5304.298588572561,-70.55820678604869
2023-06-18,171043.967606239,168393.48613786852,3929.391886172223,-1278.9104178017478
2023-06-25,169964.1572053885,168670.6817823179,3496.727703249231,-2203.252280178629
2023-07-02,171650.7746015127,168963.4469577309,-1420.6089560507646,4107.9365998325775
2023-07-09,165558.0405959368,169210.6117039189,-4581.253264052881,928.6821560707758
2023-07-16,173842.4521126763,169333.0959963085,-128.32649583628896,4637.682612204113
2023-07-23,167089.9659501393,169576.1249523386,-5493.666597224379,3007.5075950250757
2023-07-30,163277.3473114152,169830.4587976132,-7831.118765629079,1278.0072794310763
2023-08-06,161296.2512783817,170080.7073835215,-8144.736952138614,-639.7191530011914
2023-08-13,160561.1429348614,170475.57043486985,-6486.006715174764,-3428.4207848336955
2023-08-20,156649.8451137106,170802.96790324236,-11622.4612013509,-2530.661588180872
2023-08-27,158673.3844755435,170990.32932787688,-11545.694193293064,-771.2506590403063
2023-09-03,159315.1735453682,171221.9647543953,-15280.67106862882,3373.8798596017077
2023-09-10,159895.043906117,171542.91405711512,-13258.106292167031,1610.2361411689126
2023-09-17,159626.9491277766,171945.90950069766,-16019.375882250031,3700.415509328981
2023-09-24,156579.7279079809,172334.16014510888,-15117.513068130123,-636.919168997847
2023-10-01,152746.4148188759,172669.1109535677,-14463.402906863404,-5459.2932278283915
2023-10-08,155740.4806696851,172987.3259795203,-15648.982510155016,-1597.8627996802024
2023-10-15,164321.7916316958,173275.5599080276,-11764.034415599319,2810.2661392675473
2023-10-22,162624.4739701671,173659.8974488096,-15259.788560915,4224.365082272492
2023-10-29,161795.6119510503,174131.60552856923,-13908.463033450793,1572.469455931856
2023-11-05,159044.7662089888,174493.43193690776,-8811.474250118401,-6637.191477800567
2023-11-12,163109.421144166,174765.1646163373,-14389.297572306576,2733.5541001352685
2023-11-19,160252.9143211639,175043.53300763908,-9229.993927951102,-5560.624758524078
2023-11-26,164412.1145989613,175364.6889251698,-7115.129536860044,-3837.4447893484285
2023-12-03,167306.0758585804,175746.39752149017,-7638.311313493312,-802.0103494164468
2023-12-10,168820.5923382391,176107.77026703052,-9007.33008401679,1720.1521552253798
2023-12-17,175434.0474700583,176468.18187908683,-6057.5233236164095,5023.388914587897
2023-12-24,169172.355042992,176848.06926556665,-4682.089803593877,-2993.6244189807585
2023-12-31,185187.2032659132,177107.14101515594,1729.440325604806,6350.6219251524635
2024-01-07,173483.1287917386,177293.95956930937,461.7466189039077,-4272.577396474688
2024-01-14,176015.7554766627,177478.3464706631,6869.743366234408,-8332.334360234785
2024-01-21,182780.2959702283,177673.67312452832,2383.523680936847,2723.0991647631345
2024-01-28,178666.6030122568,177938.15935256687,2775.5269795938184,-2047.0833199039007
2024-02-04,188727.0794944666,178239.35658177713,12365.89256094291,-1878.1696482534426
2024-02-11,198920.822492156,178524.37148502035,11626.103889893744,8770.347117241905
2024-02-18,189576.5284945155,178928.92389034532,13696.700220112416,-3049.095615942224
2024-02-25,191852.1549497734,179332.56452435761,10958.971098042017,1560.6193273737626
2024-03-03,190410.9062125662,179591.09444350112,11945.976236195052,-1126.1644671299837
2024-03-10,196557.841564337,179823.03570839303,13606.804181102762,3128.0016748412054
2024-03-17,193073.1169070333,180030.56791372193,10572.300251981844,2470.248741329542
2024-03-24,196429.338464267,180304.26360523264,15799.303322726035,325.77153630832254
2024-03-31,194032.8363900793,180652.85776261898,13755.156629195615,-375.17800173530486
2024-04-07,195908.693467458,181002.79924805427,12928.498448859882,1977.3957705438552
2024-04-14,195813.2168772139,181272.31080309453,14644.934154193124,-104.02808007374188
2024-04-21,207440.6789689161,181508.7703173555,19940.366158540255,5991.542493020348
2024-04-28,202682.5737219357,181791.60988049043,12872.038858628297,8018.924982816981
2024-05-05,194951.404266402,182048.3671042293,12862.158294147837,40.87886802485809
2024-05-12,191462.6631120693,182374.04331520392,12935.70651497781,-3847.086718112423
2024-05-19,193775.1696019483,182804.5892308683,11597.117026579454,-626.536655499458
2024-05-26,182879.1360374162,183162.603959452,4844.3293172401645,-5127.797239275973
2024-06-02,196005.1029656264,183394.77224818524,11002.604378239765,1607.7263392013956
2024-06-09,189023.5652055431,183618.4865312307,5304.298588572561,100.78008573982879
2024-06-16,192812.6842148844,183888.7583054209,3929.391886172223,4994.534023291268
2024-06-23,187703.7287906421,184169.344700196,3496.727703249231,37.65638719687922
2024-06-30,180854.6649735433,,-1420.6089560507646,
2024-07-07,175783.2798558608,,-4581.253264052881,
2024-07-14,182793.4505935361,,-128.32649583628896,
2024-07-21,178452.9394712657,,-5493.666597224379,
2024-07-28,179420.9415062982,,-7831.118765629079,
2024-08-04,176477.168921365,,-8144.736952138614,
2024-08-11,175021.7752291747,,-6486.006715174764,
2024-08-18,184262.6629731947,,-11622.4612013509,
2024-08-25,173039.192553341,,-11545.694193293064,
2024-09-01,171836.4770584911,,-15280.67106862882,
2024-09-08,171495.6319417506,,-13258.106292167031,
2024-09-15,169609.7104463486,,-16019.375882250031,
2024-09-22,175061.3185065193,,-15117.513068130123,
2024-09-29,170518.616588522,,-14463.402906863404,
2024-10-06,174362.1933853123,,-15648.982510155016,
2024-10-13,173729.2806402539,,-11764.034415599319,
2024-10-20,177808.7744447498,,-15259.788560915,
2024-10-27,176026.626042499,,-13908.463033450793,
2024-11-03,171516.5033863865,,-8811.474250118401,
2024-11-10,184508.0099081231,,-14389.297572306576,
2024-11-17,183631.1007863058,,-9229.993927951102,
2024-11-24,178267.459906526,,-7115.129536860044,
2024-12-01,177596.2325792688,,-7638.311313493312,
2024-12-08,181796.7210542773,,-9007.33008401679,
2024-12-15,190566.1832698043,,-6057.5233236164095,
2024-12-22,183221.2042998503,,-4682.089803593877,
